review_text,review_rating
Dining Next to Beautiful Yachts is something I've never done. The view is impeccable. Our server was deep dead gorgeous and very courteous. I'll be back when I come to Tampa...,5
Stephanie is is the most amazing and drop dead gorgeous bartender in tampa!! I ask for her every day!! I hate when she has days off!!,5
"Absolutely phenomenal. If I am anywhere near the area, this will be the place I will come to if I need a good beer, great food, and a fun atmosphere. On top of that, the service is second to none.(Randi you were awesome!) Came there three times in a three day period so I experienced both the lunch period and the night life of American Social. Both times were a blast! I couldn’t recommend this place enough!",5
"Great food and drinks. Fun on a normal day, even better for sports.",5
Not only do they have 3 dollar mimosas for brunch on Sunday but the food is magnificent and the vibe is super dope. Definitely day party vibes without all the fuss. Super cool staff and always a interesting group of folks. You'll get your money's worth and have a great time!!!,5
Great food and music. Social distancing doesn't exist though.,5
"Restaurant was really hard to get to. Google Maps took you in a whole different direction. Once you found the place, it's a good little hike to get to it. Outside seating is nice, good breeze from the water. Service was really poor and our waitress had an attitude the whole night. Food was very inedible and flavorless. Tried this place once with friends, don't think I'll come back unfortunately.",2
Great spot with good food!,5
"Excellent attention, incredible food, it is the best food I have had in Tampa. My compliments to Chef Freddy. All spectacular. I would repeat this place without hesitation",5
"It was very busy, 1hr wait to be seated which I feel was a bit long. One set/group of tables was being unutilized, I'm not for sure if they didn't have the wait staff for it or what. The food was good, I had a burger and fries and they came out perfect. I'd go back but not on the weekend. If you decide to go reserve a table.",4
"Excellent spot to do happy hour or watch football! Alex is a fantastic bartender, she knows exactly how to make mimosas! :) Highly recommend!!",5
One of my fav spots in Tampa for sports games. The Nashville hot chicken sandwich is absolutely flame! 🔥,4
"Good place to eat, the outdoor seating has a nice vibe, and the chicken sandwich was really good. Our server Riley was super friendly and sweet!!",5
"The place looked cool and the servers were nice. However it was so so loud that we couldn't even hear the other people at our own table. We order all you can eat tacos ($15) and we had to wait about 30 minutes for them to bring us each round. The food was good, not great. It took long for us to get everything we asked for: hot sauce, to go boxes and especially the food.",3
"I don’t normally do these things but WOW! I came in this past week having never heard of American Social before. I got the shrimp and arugula salad which was fantastic and an old fashioned which matched the salad. We had a young girl named Rylie as our waitress who had a smile plastered on her face the entire evening and made best friends with my 8 year old son. She kept our drinks full and the table clean along with giving my son a pink flower as we were leaving, he still has it. Definitely a great time. The whole staff was very friendly and helpful from pointing me in the direction of the bathroom to getting me more silverware when my son dropped it. Great service, great food. We will absolutely be coming back. Thank you!",5
"Good social gathering and drinks.

The drinks were pretty good but I do not think the food options were that good.
Appetizers: The spinach dip was amazing, the brussels sprouts were good also but the deviled eggs were pretty much put down and frowned upon by everyone at our table.
Main Dish: I had the poke tuna tower which tasted pretty good (just wish it came with rice also like my other normal poke bowls), several family members had the meatballs and grits and they did not like them (some said their food was cold), one person ordered the mahi sandwich and said it was dry, my son had the macaroni and loved it (I think it was overpriced) but overall it was a good environment as far as scenery
If you are mainly focused on drinks and scenery then I say it doesn't get much better seeing as though this restaurant gives waterfront view, but I personally think there are other places downtown with better food for cheaper or the similar prices that also have great drinks and a view of the water.",3
"I’ll keep it short: the food was awesome, the drinks were perfect. I’ll also like to thank our awesome server, Celina. Great hospitality!",5
Love the atmosphere....This was my 2nd time there and the views and feels of the place are hard to match. I had a rather simple garden salad w/ chicken and added a handful of shrimp to it and  Ended up spending close $30 for the salad alone.. The chicken was kinda bland as well but ok since it was in a salad with other toppings.  I will likely be back...just selecting something different this go round.  Cool place overall. Also you pay for parking in the garage...no street parking that I could really see.,3
"For anyone that enjoys a fun night at the club, I highly recommend this restaurant! The DJ had a very good assortment of music, the waiters were very good to the customers, and the food was very good! Great place, five stars.",5
"Large place but very noisy. They had the game on loud to compete with the music and the music up loud to compete with the game.  Super crowded on GameDay. Food was average American fare. We had nothing remarkable. The best was their ""pigs in a blanket"" which is closer to a ham roll.",3
"Went on a Monday before a Tampa Lightning game playoff game and they were very accommodating. On Monday's they have great burger specials, I got the AMSO Burger for $7, an amazing deal. They also have drink specials, I highly recommend going there during 'happy hour' when their specials are almost half off.  Great venue with a great view.  Def recommend for a chill spot to hang out in downtown Tampa.",5
We each had lunch specials ... I had pepperoni pizza with Caesar salad and my boyfriend had the burger and fries both come with a non-alcoholic beverage.  We sat outside in the covered area overlooking the water. There are several TVs and you're allowed to smoke cigarettes or cigars there.  This place is also pet friendly.  Our server was Chris and he was very attentive.,4
Delicious food with absolutely amazing views. So generous with their food too. OMG!,5
"Not good for dinner. Feels like trying to eat a meal in the middle of a club, with people bumping into your seat and the music so loud you have to scream across the table. We got one drink and left. Armature works has a great outdoor atmosphere with music and lots of awesome food choices, so if you're looking for a spot for dinner on the water, that's my recommendation!

Also, the door by the entrance from the road was not clearly marked at all as being exit only. Just some feedback. Feels really weird to be turned away by a bouncer when you're just trying to go to dinner. I think this place seemed to have a cool clubby atmosphere, but if they want to do that, they should close the restaurant after a certain hour. They don't mix well.",1
Great place to grab some drinks with friends on the water. Their brunch menu is pretty amazing too but make sure you get there early.,5
"I had a great time here! The food was yummy and the drinks are awesome! Alyssa was our bartender and she did great. There were some ""Karens"" next to us at the bar that gave her a really hard time but she handled it like a champ. The service here is awesome. Its a great place to relax with friends and drinks",5
"Terrific restaurant and bar - great food and great service, plus I absolutely adored the decor of old Life magazines adorning the walls. Great place to grab a meal or some drinks - either indoors, or else outside by the water...",5
"This place is awesome, the views are spectacular. I ordered the long Island iced tea and my husband ordered a Jack and coke, both were perfection. Food is spot on, I give it 4 stars and not 5 because the two young women who were hosting, seemed very unorganized. We waited behind a group of 5 for 15 min while they bustled around without pause. Finally coming to the conclusion they could infact put two tables together🤦‍♀️",4
We had our son’s wedding rehearsal dinner here last week for 100 people and Adam Perhosky and his staff did an outstanding job!  The food was perfect and the bartenders Ari and Devin were friendly and efficient.  For a group this size this was the perfect location for us.  It was a cocktail style party that kicked off the wedding weekend perfectly. I can’t say enough about how great the staff was and I would recommend American Social highly!  Thank you for making our important evening perfect!,5
"This was my first American Social visit to any location after hearing the reviews. The location was in the heart of Tampa, Florida next to the Tampa Convention Center on the water. The views were amazing and the music going during happy hour. I ordered various appetizers from the Devil Eggs, Buffalo Wings and a few cocktails. The staff was full of energy on a Friday night heading into the evening. The weather was a challenge and the staff mad sure we still had an area to enjoy our Friday. We had great food, drinks, football, and made some new friends. What can I say? This is a must see and a place that I will return to visit when I’m in Tampa.",5
The staff was great. The portions were generous! The food was delicious!,5
"I have been here many times before, have often not had the best experience with service (food and everything else is always great) tonight to celebrate two friends birthdays, we had a big group and had Hope as a server. She is absolutely amazing. I’ve worked in the service industry for 10 years and couldn’t be as great as her. Timely, happy, knowledgeable, fast, and overall perfect. Couldn’t have had a better server. Keep doing what you’re doing Hope!!",5
"Five stars for food, service and atmosphere!",5
"Amazing location/views. Amazing food. I mean, absolutely 💯 on the chicken tenders. Best in town actually. No dance floor",4
"Great food, great drinks, outstanding customer service. I left a persona belonging at the restaurant and Jason, GM, went above and beyond to find it and then ship it to my home address. I would highly recommend this place if you’re in the Tampa area!",5
"This place was so great. Service was awesome, waitresses were great, I definitely am going back.",5
"Good food, the inside is nice, the outside doesn't have enough shade.  The Nashville hot chicken sandwich is awesome.  Really good value with a friendly and helpful staff.",4
Great views good service,5
Food and drinks were great. Our server was hella cute too. Ask for Previn! I’ll def be back :),5
"it was ok , just odd how you have to walk through another restaurant and a hotel lobby to get there , we a private party and it rained they are not equipped to handle getting thought the maze they created without getting wet. food was good .",4
"If you are visiting Tampa, this is a must visit place, good food, drinks and view 9f the river",5
"Atmosphere was great, however the brunch was sub par at best. Food was cold on arrival and very bland. Fun place for a cocktail but I would definitely eat elsewhere",2
We loved the atmosphere and meals. Great view of Tampa Bsy. Our waitress was fabulous.,5
"Good food, good vibes. We sat outside on the patio and the ambiance was great. Brunch was good, $3 mimosas and really great shareable plates. We will definitely return!",5
"American social is located in one of the prime spots in Tampa with an amazing view. Bottomless mimosas are the best part of their brunches. The staff are extremely friendly and know the menu very well. They have a killer list of cocktails which you should try. The reason I give them 4 stars is their food, their menu has interesting choices but the taste is decent.",4
"Went for brunch this weekend.  We were seated with a reservation and we're told ""you have 2 hours then you have to go"".
What?
There were 6 of us, we ordered drinks no problems.
It took forever to get our order in.  I was asked what temperature for my burger and waited over 40 minutes for the food.
The burger was so thin that you couldn't cook it to desired temperature.  I've had thicker patties from fast food chains.
The fried chicken sandwich was dry and cold.
Another chain that fails to provide decent food in a decent amount of time.
If you like to hang out and be trendy you should go to American Social.  If you want decent food at a decent price within the to e you're allowed to be there, stay away.
Staff was very nice and accommodating.",2
"My experience at American Social has been an unforgettable one. The variety of drinks, the view, the service, the cleanliness, and the pretzels is what has been this a great experience. This is definitely a place where I would return to.

HOWEVER, the DJ is below average. The DJ has limited range of genres (rap), tends to play median average beats that discourages the customers to dance, enjoy and spend money. My night started very active and engaging. As the night went on, the choice of music started to decrease in quality which discouraged me from continuing to spend money and made me want to also leave.

The DJ needs to have more variety of music choices, especially Latin music.

Overall, a great experience that was stained by the DJ",4
Really great place for the younger crowd but the lack of masks and ANY social distancing makes it a no-go place for me.,2
"Food was good, drinks were strong, however service was poor. I had to ask for my appetizers and by the time my entree came I wasn't hungry anymore.   Last, food was very expensive. I spent 154.00 on hamburgers, fries, and tacos with a round of drinks for 3 and a 30.00 tip 🥴",3
The service here was amazing thank you to all the staff who worked today on Mother’s Day. They truly made my family and me so happy. The atmosphere was exceptional. The prices were affordable. The DJ was doing an amazing job as well. Highly recommend people check this place out.,5
"We had an excellent meal at American Social. This was our first time eating out since the pandemic began over a year ago, and since we were fully vaccinated we were very excited to go. We made reservations for outdoor seating. The patio was full but tables were well spaced and they had hand sanitizer stations located throughout. We waited a bit to be seated despite our reservation, but not too long. The menu is what I would consider to be upscale bar food and the cocktail and beer selection was excellent. Our food was delicious and arrived quickly. Riley was a fantastic server. It was a but pricey in my opinion, but considering the location on Harbor Island, that is to be expected. Overall, a very enjoyable experience.",5
Riley was amazing first time going to American social and she made it so pleasant we will be back!,5
I had a reservation for my sister’s birthday. Walked in to check in but instead of the host greeting me she overlooked me and tried helping a lady BEHIND me (due to my skin color) saying “how can I help you” to the other lady who came in AFTER me. I had to acknowledge I’ve been standing here for 5 minutes and no one tried to help. I will NOT return to this restaurant I’ll weather  spend my money some where else!,1
celina was amazing!!! me and my girlfriend went this friday for our first time and she definitely made our experience memorable!!! WE LOVE HER! WILL DEFINITELY COME BACK!xoxo,5
"The view is beautiful and the atmosphere is nice but the prices are not.

Now, my wife and I went to this restaurant to try out the food. While the food is pretty good, the drinks are creative and delicious, the atmosphere and the scenery is exemplary, the prices are not. A salad should not cost a person $14. I do understand that you're paying for the scenery and you're paying for the picturesque views but it is hard to imagine paying that much for them. Also, if you are over the allotted two hours that you can have validated at the restaurant, you have to pay additional fees for parking as well. It's good to try out but I will definitely not go back.",3
Heaters outside were nice.. It was cold after the lightning game,4
The view of Tampa and the surrounding bay is amazing. The drinks can be pricey but you pay for what you get. There is usually live music and a fun atmosphere.,5
"I had a pretty good time at the American Social last night 5/30. The cocktails were tasty and the deviled eggs were amazing. I’m pretty sure I received the wrong burger, I ordered the horseradish burger but received the normal one, it was still good though. When I went I didn’t realize there was a lightening game on so it was very noisy outside but I guess that should have been expected. I don’t really like having to yell to have a normal conversation because of blaring speakers so I’m not sure if I’ll be back. The service was average, could have been a little better since we had to wait to be seated even though we had reservations, but it wasn’t bad. I wish I knew to ask about validating my parking garage ticket, I saw that complaint a lot in the reviews.",4
"If you're looking for a fun local hangout this is your place. Iutdoor dining, great food,  awesome bunch, great bar, fun atmosphere. Busy scenery, weekend is always popping here!!",5
"Nice vibe, friendly staff, clean and the food is ok. A great place to chill with friends and make new friends. All ages and stages!",4
"Great service, great drinks, even better food. Elevated bar food. I love that the serve food late too!",5
Fun restaurant and bar with a great atmosphere! I recommend making a reservation if you are coming with a big party as it does get busy. It is very easy to do on their website. The food and service was amazing! The only reason they aren’t receiving a 5/5 is because unfortunately there was a bug (small beetle) in my friends salad. BUT management was very quick to take care of the situation and gave us our next round of drinks for free. Things like this happen at every restaurant so my friend was understanding of the situation and was pleased with how it was handled. I will definitely be coming back for some more nights of fun!,4
"Bottom line, drinks and social atmosphere are a hit but the food quality is not on par with the local competition.",3
Food was really good and Previn (girl scarecrow) was awesome and really funny. Be back for sure.,5
Our delightful server Licia served us a delicious Salmon dinner.,5
"Vibe, service, presentation, & food exceeded expectations! I will definitely be back when in Tampa!",5
"Superbly decked out eatery in the heart of Tampa Bay! Great selection of drinks, food is on point and scrumptious and the staff is very friendly!! Nice view of the bay and directly across from Amalie Arena Go Bolts!",5
Huge fan of the ribs and wings dish. The bbq flavor is on point and the ribs were falling right off the bone. Nicole did a great job recommending food and drinks for us. Will definitely need the lavender drink again,5
Food was good. Server was better. #Riley,5
"Great food! Highly recommend the pretzels! Amazing service, Riley was great!!",5
This place is amazing.  The food is incredible.  The staff was very friendly.  I was in town for work for 5 days.  I found this place on day two and ended up going back 3 times during the rest of the trip.  The chicken sandwich was phenomenal. The meat was like twice the size of the bun.  So much flavor. This is my new favorite place whenever I come back to Tampa.,5
"Very nice restaurant,  delicious food, friendly staff...but it took forever to get our orders taken and even more time to get our food. Good thing we ordered cocktails or we would have been ticked.  Perhaps more  staff is needed.  Would I recommend this place?  Heck yes, but plan on being there a while and ask for a table with a water view.",4
Great hangout. Live music. Excellent bites and cocktails 👍👍,5
"Horrible. Bartenders were unfriendly, smiled zero times, not helpful and seemed annoyed to tend bar. Food was fine but nothing special. Will avoid next trip to Tampa.",1
Great drinks the staff was all very friendly and the place was busy. Food was good and lots of options to choose from.,5
"The view outside was awesome , the food was ok . Ordered the braised beef tacos which was good , the salad was ok , Buffalo chicken fries ok . The drinks were ok but I definitely recommend using a flavored rum or alcohol in addition to the purees used and regular rum or alcohol, makes a huge difference .Tried to order a drink at the bar but she rudely said I had to wait for my server who was overwhelmed pulling her weight with a lot of tables . Didn’t see the issue since she was free but at that point decided never mind and just waited for the check . Wouldn’t return",1
It's a bar that serves some bar food. Don't go there if you are looking for a menu much more then just bar fare. Had the Mac n cheese was ok not great.,2
Any time I’ve ever been here has been a fabulous time. Definitely my favorite place to have a great time in a great environment,5
"American Social is an indoor and outdoor restaurant. And even though most people enter from the outside you have to go inside to get a table. The bar and all the tables nearest the water are high top bar tables The actual outdoor dining tables are inside that ring but you still get a partial view of the water.
Service - we were seated and given menus. A wait person came and took our drink order   We got our drinks delivered by someone else and then we waited. Something happened to our waitress and eventually we got a new waitress and the manager came by to apologize. Also,  the manager came back sgain to check on us later. Our second waitress was excellant. So a good on service.
The food - I ordered the vegetarian chili and my husband got the steak Sammy. The vegetarian chili was spicy but not too spicy with perfectly cooked vegetables. It also came with a piece of cornbread which was good but all cornbread today seems to have turned into a cake. The chili was a nice size portion. The steak sandwich was very good. It came in a canoe shaped bread. It's sort of an upscale Philly cheese steak. Better steak and cheese than a  PCS.  It also came with seasoned fries, not fresh cut.
The restaurant is waterside restaurant with corresponding prices but these were not high for that.  The restaurant was clean and inviting. It was clean with linen napkins and real silverware. This restaurant is handicapped accessible only from the street side not from the water side. It does have handicap accessible restrooms.",3
"Yuppie social scene. Nice riverfront restaurant and bar for young socialites. Pretty much like every other riverfront bar downtown. Staff is great, though. Very responsive and quick to fill orders. Several tended bar areas to choose from on a Saturday night. Drinks were good. The best part is the riverfront access to lots of surrounding places and niches. Good for an evening walk.",3
Brought a few of my friends on a Friday night to enjoy dinner & drinks. We all had a wonderful time!,5
"I love the view and the ambience. Good music, good drinks and good food.",5
Nice place on the Riverwalk! Service was great. Food was OK. I had the smash burger and the brioche bun was a little stale. My wife had a Cobb salad which she really enjoyed. Overall a very nice brunch,4
Nice place in downtown Tampa. The food is good. Recomended,4
Lovely place! Better people and food!!,5
Great place to spend time with friends while having drinks.  The location has beautiful views of the the Bay.  Service and fos are both great.,4
Great view.  Food is decent. I'd go back,4
"Good food, but commenting on the service by A.A. Asked what type of vodka they have she kept on insisting Tito's. Remind you this is the bartender. I said ill pay cash but she insisted i leave my card to open up a tap. Paid the amount due. When I received my cash bach it said 12.31. She gave me 12.00 back with no change. Remind you this all took place in less than 10 minutes after entering and sitting down. Why would  I leave my card or trust the bartender if I can trust the bartender to give me back 31 cents. 30 minute wait time on buffalo chicken fries.",3
Food was great and loved the atmosphere! Right on the river in downtown Tampa. Can’t go wrong with this one.,5
Great place for lunch. Very fast service. Good vegan options.,5
"Amazing views of the bay with a great atmosphere. Food is great, drinks are good and fairly priced. Be aware that Saturday’s they have a DJ inside so it can be loud if you’re looking for a quiet spot. Overall, a great spot to visit",5
Crystal the manager made our night. Great service. Excellent food. We live downtown Saint Pete and work with hospitality business. (We are servers as wellllll) 👻 thank you guys. You are awesome 👏 Bravo!!! 🥰,5
"Good food, great service.  Will have a long wait for the tables and the bar is packed.",5
"Great place to eat or have a few Great cocktails. The place is very clean, modern decor, and they play really awesome music on the weekends. Good place to hang out with friends and party!",5
"It was not bad.  Food was just so so.  Not worth going back to.

This update is per your response to my rating.  Unfortunately the phone number you place was incorrect as when I text the message the owner of the phone says they do not own a restaurant.

I visited the restaurant on advice of my date.  She try to make substitution to the menu an was told either you don't have the substitution or substitution was not allowed.  Next she ordered a long Island Ice Tea an I ordered a Sangria.  She told me the drink tasted like it was coke an ice an that all.  An my sangria was very bitter tasting.

I ordered the shrimp appetizer as the waitress inform me there was no more oyster.  Big disappointment for me as I love raw oyster.  The menu was quite limited and my dates wings an ribs were awful, she said the ribs tasted like someone poured barbecue sauce over them an they were tough.  The wings didn't appear to have any Seasoning.  They were tough an hard to chew.

I'm glad I stuck with the peeled shrimp but again there was no hint of any Seasoning even after  squeezing lemon juice over them they were only eatable not good.  But since I was not going to order anything else.  I stuck with the shrimp.

The ambiance of the restaurant is fantastic.  The food is rather bland or just doesn't make you want more.",2
"The food here is ok. Very limited bar food ish menu. Really no sea food options which was surprising. Staff was friendly. The view from the deck is great, and the place is nice and clean and modern. I'd go back for the view or to have drinks, but the food menu was quite disappointing.",4
"My wife and I came both on Sunday for brunch and Monday night for dinner/drinks. Both experiences were great. First, the outdoor bar has an amazing view of the water (with heaters). Second, the service was fantastic. We were taken care of by different servers/bartenders, and all were fantastic.

Specifically, Danielle went above and beyond on her customer service. It is not common anymore to have conversations with bartenders at a lot of “popular” bars, but she not only took care of her customers, she talked to us like we were friends.

Highly recommend.",5
"I would rate this restaurant 0 stars if that were possible for the way we were treated by one of their staff.  Our first time coming here and this was a completely unacceptable experience.  We (three couples) went to the restaurant yesterday (Saturday) around 5pm.  There had been a significant storm that had just blown through and the restaurant did not appear incredibly busy.  We entered the bar area and asked the bartender if we could slide two - four top tables together for our group.  He said, ""yes, be my guest"".  A short time later, a server came to the table to took our drink order.  Shortly after that, a younger blond female came to our table and told us we could not stay there and claimed all the tables were reserved (over 3/4 of the tables were empty).  We explained to her we spoke with staff before sitting down and we had already ordered drinks.  We asked her to please speak with the server or manager because obviously there was an error somewhere.  We reiterated to her that we had already ordered drinks.  The younger blond female returned about 30 seconds later, advised us our drink order had been cancelled, the table we were sitting at was reserved and we needed to leave.  She then turned around, walked away from us as we were speaking and was last observed standing near the front hostess stand.  This young lady was unprofessional, lacked any amount of customer service skills and projected a very poor image of the restaurant.  Will we ever return?  Not sure because you just don't treat people that way.",1
"Amazing Drinks and food, great service Little bit of a wait, but worth it if have great company.,",5
"Great atmosphere and service! Don’t expect anything spectacular for food, but it’s definitely a top notch place to go hang out with friends.",4
"Flew into Tampa for the first time last weekend to look for places to live due to getting relocated there for work in a few weeks. I had to brag on our server JESSY H. she went above and beyond as soon as she knew we had a appt. in 45 minutes to get our drinks out right away, took our food order as brought it out with the check and boxes so we could be on time. She was so sweet, super friendly, and I will definitely be back because of her! Also we found a place close to the base thanks to you - deserves a raise if you ask me - THANK YOU ( :",5
"Had the house burger, great flavor and our server was on top of everything.",5
"I cannot speak for the nightlife however they do tout having a great chef.  Unfortunately twice now I have placed takeout orders which have been colossally wrong.  Not one item or side, but entire orders top to bottom with all food incorrect.  I patiently waited twice the time they quoted on a non busy night, Sunday, but to also get it wrong is pretty sad.  I cannot recommend this for anything culinary",1
Our waitress was great and the food was delicious 😋.  Service was prompt each time asking if we had everything we needed. She made recommendations and didn't get an attitude when we needed to send something back. I tipped her very nicely!!!,5
"Great food, service and location. Masks are require when walking in the restaurant or going to the restroom.  I liked that every table had hand sanitizer available. I had the Poke Tuna Tower and it was delicious!",5
"Food is great, but the service could be better. No one answers the phone for take out/delivery (called 3 different times today) and when someone finally answered they just hung up. Called again, no answer. Really wanted to order take out... I understand this place can get busy, but getting hung up on and not getting an answer was very disappointing.",2
Great place for after hours. It's open late and makes for a good destination after a game or event in Tampa,5
I literally ordered Buffalo chicken fries and they messed my ordered not once but twice and my fires were cold both times smh just how 😩🤦🏾‍♀️ soo disappointed,2
"I made a reservation 3 weeks in advance for my birthday for a party of 13, I was extremely excited since I had many friends coming into town for it. They made me wait about 30 minutes for my table and then sat me at a table that only fit 8 comfortably and told me they could at chairs.
I was extremely upset and expressed my concerns with the hostesses that were working that night and I explained that I don’t find the table practical for 13 people.
The hostesses went out of there way to get me a table with super comfy chairs by the water that ended up being able to fit 20! My experience turned around right away. The hostesses there were extremely caring and took the time to help make my birthday super special. I can’t remember their names but the two blondes deserve a raise.
What could have been a really bad birthday night, turned into one of my best birthdays ever.
The food was delicious, drinks were amazing. I will be coming back ❤️❤️❤️❤️",5
I loved It...I want more..we be are coming back with avenge.,5
"Made a reservation on Open Table for lunch. When we arrived, I asked the hostess to seat us close to the water, which he did with our dog. Yes, they are dog friendly. We had a attentive server, the main food was good, but the pretzel appetizer seemed as if it was soaked in butter. Would I recommend it, sure.",4
"I had an amazing time and met some cool people. I'll definitely come back. The music was everything, we was jamming.",5
"One of my favorite spots in Tampa! The food & atmosphere were AMAZING! I had the peel n eat shrimp, all the meats pizza, & chicken quesadillas (I know, I know! Lol 🤣🤦🏾‍♀️) Will definitely be back soon!",5
"If you're looking for the beautiful people of Tampa, this is a must stop.",5
"Lived on Harbour Island before this wonderful place existed. We even considered moving back😉. Well rounded,- delicious fare, beautiful sights and a warm happy buzz...seems to be the theme throughout.",5
"I really wanted to give this place 5 stars. The food was excellent. The smoked wings were perfect. The pretzel appetizers with beer cheese went great with the large selection of beers. They had hard to find whiskeys, like Pappy or Blanton. The steak sammy was spot on along with everything else we ordered. The dessert was excellent. The service was exemplary. Unfortunately it was so loud from the music and radio people transmitting live, that it detracted from the entire experience. I don't want to yell at the table the entire time or continue asking everyone to repeat themselves. If this place could tone down the music, then it would have been a 5 star experience.",4
"shame there is no more happy hour for any food but I just had the best beer while travelling in the US
Kentucky bourbon ale if I remember correctly",5
"Went in for a meeting, not sure I'd go back. Food took incredibly long, service was meh at best. Might be a good spot for drinks....not for lunch",1
"Excellent food/service, especially from Stephanie 👍",5
This place is great. The food is really good. I get the AmSo Burger and it's so crazy good. Mac n Cheese isn't the best in town but it's still pretty good with braised short rib.,4
"Vibe is great, but I can assure you if you're older than 28 you will not agree. Hip, fun, party atmosphere with good food and drink. Awesome hangover recovery spot. Not for Karens and their ilk though.",5
"One of my favorite spots! Always a good time! Good food, good drinks and great views by the water!! Good Vibes Only...",5
"Great vibe, good music on the water, can't ask for anything better. Reservations suggested on weekends, gets really crowded...",5
"busy place,  too bad the waitress didn't understand the notion of a beer with ""salt and lime"". we'd probably go back if we had back to Tampa.",3
"Younger crowd,  nice views,  good location,  liked,.. burger, disliked..fries.",3
"I’ve been coming here for a while and love the atmosphere but recently, I was fortunate to meet a great hostess named Torianna. Torianna’s professionalism in a busy and fast paced environment was amazing!! I personally witnessed someone who had too much to drink speaking to her in a not very nice manner and during the whole interaction, this young  lady kept her poise and was calm. When I had a chance to speak with her, I complimented her and she seemed genuinely thankful and could not have been kinder or more helpful!! I don’t know what you’re paying this going lady but I would bet it’s not enough!! She is a true gem!!",5
"Love that they are cigar friendly, even have a cigar menu, plus..beautiful location💜",5
"Good food, great service, amazing location.",4
Great place to get a drink on the riverfront in Tampa. Spent a lot of time here while visiting from out of town. Great nighttime vibe on the weekend outside. Will definitely come back if in Tampa,5
Their pan seared salmon was delicious and service was great. I will definitely recommend them!,5
"Wonderful for a higher end American cuisine experience. Ribs, wings, and sandwiches are all great. Smoked Old Fashioned is top tier.",4
"Great food, great atmosphere and great music. All in all a good time.",5
"The atmosphere was really nice, Good musicand a good mixed crowd. I got the steak &fries. It was pretty good. I wish the chimichurri flavor was a bit stronger, but it was still tasty. My girlfriend got the all meats pizza. It was amazing!",4
Good food. Cool atmosphere. Huge outdoor bar and patio.,4
"Great place for cocktails, great atmosphere for sure",5
Lit time! Good bar staff and nice drinks👍🏽 peep the photo of me and James O’keefe. Also don’t be liberal,5
"Nice sea food and sushi. Awesome environment and an amazing service from the lady Ms. DEVIN and their mates!. Furthermore, the appetizers was outstanding. We have gotten an browny icecream",5
"Awesome location, right on the water.  Amazing, lively crowd with a well stocked bar and an full menu with tons of options. A tad over priced for what it is but that's okay. Food is passable but be prepared to wait if it is busy. Go for the scene and drink not the food.",3
Great food! Great vibe! Lots of people!,5
Very cool spot. Was there for a trade show so Very short and sweet visit,4
Great food and service!,5
"One of the most popular bar grill restaurants in Tampa Bay. Located next to waterfront and Tampa Convention Center. There is a dj station and two full bar station inside and outside by patio deck. It is a great place for crowded social bar and loud dj music. Very lively and pretty young people here. If you have a fun and good times, here is the place. You have to wait in line because there is always a line here.  Great staff and service. Decent food and excellent drink cocktail. Highly recommended.",4
An awesome place to pull up on your yacht and enjoy the awesome music and ok food,5
Came here for the Stanley Cup game stayed for the service. Anna took care of me the whole time and made sure I always had a drink on me. Great service and an a great vibe.,5
"Surprising great food for a sports bar, pork chop really tasty and  done beautifully.  The pretzel is a killer that would keep you eating so be careful!  Perfect spot for a big sports night.",4
Just discovered this gem. Great happy hour with a fantastic view.,5
Very noisy environment. Food was below average.  The service was very good though. Very nice waitress.,2
Very nice place. Atmosphere. View. Oysters 🦪 were a little small but it’s off season,5
"I highly recommend this place! The scenery is great, the food is fantastic and service is even better. Whitney was our server and handled our group flawlessly. She was easy to talk to and made sure all of our orders were correct. The food came out perfect and everyone had a great experience. Will definitely be back!",5
Went here Saturday and we had a reservation Saturday night for a friends birthday. The service was terrible and so is the food. First the waiter would barely stay long enough for us to put in orders and abruptly leave. I had to flag her down to put my order in. I’ve ordered here before for brunch and wasn’t pleased with the food. So I didn’t have much expectation of the food. But how the heck do you mess up a basic burger.  Also when they brought out the food they forgot one of my friends food because she never out the order in. Then when she gave us the checks she mixed them up and charged me for a drink I didn’t get. When I told her about it she said she moved over but it didn’t matter because it all cost the same. Which isn’t true considering I just got the mask burger and the other girl got tacos and a margarita. Moral of the story don’t come here for food or good service. Just a spot to hang and grab a drink from the bar.,1
Normally I enjoy the service here. I've been here on many occasions. But I brought my mom for her 62 bday dinner and shared with the waiter it was her bday but she didn't preset bday dessert for her untill we mention it to her. Also when food was brought out some of the meal was missing. The food was good just felt the service could have been better.,3
"We were seated inside and ignored for about thirty minutes. Not even a drink order was taken. Had to accost an employee and request a server. More waiting. Finally ordered and the food was decent although rather cold. No drink refills or appetizers were offered. Bill arrived and we departed without coffee, desserts, or after dinner drinks. Felt very unwelcome and regret spending my money here.",2
Burger was good but was a bit undercooked asked for medium photo included of how uncooked it was. They made me another and was ok. 15 for a burger but nice location wife loved the mushrooms. Music was a bit loud but to be expected at a bar resteraunt.,3
"Girls girls girls! Great Location right on the water, big patio, two outdoor bars and a very upscale interior. Relaxed attitude and lots of eye candy. Lines can be long on nice days and weekends.",5
Got ignored for 15 minutes then cut my mouth on 1 of 5 shards of glass in my drink. Then the bartender ignored me when I told him he should burn the ice.. I don’t make reviews often but wow worst experience in Tampa,1
